X1,X2,X3,lang,C(X),GT
0.29309875626340953,0.8714538802433676,0,en,0.8911279552624837,0
0.133318463729852,0.1181004329301445,1,en,0.9189608112575166,0
0.31617208295897736,0.47955898421085585,1,es,0.8971170047914719,0
0.30129381393255106,0.00838142987868229,0,es,0.9162710680775645,0
0.7294504069434927,0.15797084207957712,1,en,0.796911683406341,0
0.21913755470116314,0.5573627134102044,1,en,0.6060246892629905,0
0.5804654642751944,0.5643032252358429,1,en,0.9048786176323691,0
0.0711682827143505,0.23351160115931868,0,es,0.9471393186069269,0
0.10528053422883643,0.921549376314786,1,en,0.9005966719625742,1
0.8312229751377443,0.4957290768195741,1,es,0.7138992979954057,0
0.19038795273401632,0.732825809454237,1,en,0.9664239408925903,0
0.3465683688560883,0.3120349449697353,1,en,0.6758377205746706,0
0.8294892007546772,0.9619537103529912,0,en,0.9240594726100618,0
0.19560005633449518,0.9463223216918817,0,en,0.9441799046887068,0
0.5515586233711355,0.1350174186552202,1,en,0.9397887579919774,1
0.9987822676001005,0.4380214024068404,1,es,0.8414777483582031,0
0.07959859998934327,0.5219028974517671,1,en,0.7513570611536856,0
0.925756386465496,0.1485631382350706,0,es,0.9566380736509538,0
0.9614100552004752,0.9380389471949216,1,en,0.9028809261058443,0
0.2509809541889122,0.03067923507929704,1,es,0.8300055958658398,0
0.10440376649935845,0.7575096036833068,1,en,0.8478539768351067,0
0.7724018280205974,0.01321533256357521,1,es,0.8596261577317226,1
0.35011410589879977,0.6581658093075117,0,en,0.8112233406168999,0
0.0776936889804184,0.8526565004295303,1,en,0.7758250509668302,0
0.9941126287780581,0.5574369623621057,0,en,0.8335053789575748,0
0.17138078241007648,0.27288995886256795,1,en,0.56709312192028,0
0.8617924916130012,0.00761188929340062,1,es,0.8147495710269397,1
0.07559903143140345,0.56322292849215,0,en,0.7554998798659026,0
0.39009216615539877,0.7134631389017694,1,es,0.8060014765312209,0
0.13927918263285144,0.8219114494834987,0,en,0.9595611345062393,0
0.304929357975123,0.9201740406627011,1,en,0.8126933275120987,0
0.8469698648283392,0.04021896812293069,0,es,0.6731004758246911,0
0.9329990467565089,0.6395754475651667,1,es,0.9563181010840731,0
0.5845533406259349,0.719136382902775,0,en,0.8496569257745096,0
0.991445716459184,0.7747710797481278,1,en,0.7815022192528025,0
0.9111195810256835,0.9392940470210358,1,en,0.8960382596055687,0
0.13530582717946937,0.5042561591135808,0,en,0.8336345503747256,0
0.05212649154420379,0.21032758181441746,0,es,0.6856342465801232,0
0.7887049016532846,0.3558669697024578,1,es,0.89698101035643,1
0.3519696722694243,0.8755678772317905,0,es,0.7974434992757877,0
0.3828414026838892,0.19677229383748673,0,es,0.6824428508981306,0
0.27423822156239064,0.4133555114985079,1,en,0.9305411802866302,0
0.8471515845629913,0.6292611896939255,0,es,0.9354617737335845,0
0.932170796879815,0.4645880330145967,0,es,0.7195030661469104,0
0.2653632031145138,0.058169116839725366,1,es,0.9238635378467767,0
0.28619370719553117,0.4772292571521015,0,en,0.8544390208843371,1
0.622230519033769,0.07449650875328684,0,en,0.9701213803379255,0
0.21314320598298708,0.21331035407823207,1,en,0.8326731165748115,0
0.6243297645027357,0.9981941270253675,0,es,0.8989323157624023,0
0.8188829223655208,0.18884645163022473,0,es,0.9170860598617673,0
0.13937400370402142,0.10603611141334335,0,es,0.7035885455072176,0
0.46242857311868146,0.4697180818358837,1,en,0.9681990536422068,0
0.6651559315087502,0.7600652333892569,1,es,0.881854445217917,0
0.3004611787879051,0.8229693412185403,1,es,0.825313230263674,0
0.2616165239659596,0.4296455958334996,1,en,0.8394074174333088,0
0.6100109396147573,0.6511932843273819,0,es,0.854249485000907,1
0.7970053829401322,0.7727632073444406,1,es,0.7476139803386758,0
0.10356514558848817,0.011395458893335597,0,es,0.9099004132833073,0
0.6391697608123279,0.09703124914584482,1,es,0.8667915598326812,1
0.17092328816623037,0.2006939906084082,0,es,0.9501689364420073,0
0.27857134520449833,0.04694782116701113,0,en,0.9576724466945289,0
0.2444439030765433,0.12283336735230965,1,en,0.7598213328004515,0
0.5427832630157883,0.16273661971692144,0,es,0.8810465976623263,0
0.6199378180620173,0.8551787765752175,1,es,0.8379355069148643,0
0.7625164783616675,0.8054688880806252,0,es,0.7864642374283135,0
0.38897331680298075,0.22935607286270165,0,es,0.9164602062655857,1
0.5211817452774697,0.7890260022334042,0,es,0.7512780933688443,0
0.37114565867068783,0.7704712497290188,0,es,0.9340964618850875,1
0.5861346962014067,0.8023977389534882,1,en,0.8684906678516938,0
0.4007392098079985,0.8934764930278599,0,en,0.6565633576839821,0
0.38360043203281213,0.18481656547358372,0,es,0.9461038157794075,0
0.8882282901178322,0.3116219433403947,0,es,0.8889909478877732,0
0.49511753001571435,0.526121021143224,0,es,0.8204579833104486,0
0.851565923456288,0.9887042470494819,1,en,0.7875551366602664,0
0.45595676861084733,0.47087376319068075,0,en,0.8911459176630385,1
0.8342402683998542,0.3417749816070065,1,es,0.7749628519479556,1
0.957137396337465,0.9869030516752444,1,en,0.900267186224095,0
0.31074667018034474,0.7096553027114471,0,es,0.8295714438377443,1
0.6011450155437549,0.5275723783661681,0,en,0.8066529571986505,0
0.586371132780396,0.352226844616612,0,es,0.8783084210209882,1
0.8102866484271551,0.3409053063076919,1,en,0.7697864865466272,0
0.8880346489320979,0.4633584814798136,1,es,0.9148659278842503,0
0.5234197132465144,0.8101943308749657,1,es,0.8189250793843756,0
0.03952256458378378,0.8335084479918031,1,en,0.9546040446330134,0
0.4520872954449031,0.13608187159224194,1,en,0.7643257299179198,1
0.4525420185340163,0.6227905793270317,0,en,0.9273960919880698,1
0.4356656675396695,0.15939994075086006,0,en,0.6724821601126217,0
0.761401246119751,0.6645342385861344,1,es,0.6647655621339035,1
0.020261981104105042,0.04885904665135987,1,en,0.826814228168259,1
0.9719023313390088,0.22380302739424374,0,es,0.7909777047085398,1
0.24150651980515736,0.002544345411909066,0,es,0.8356237995633419,0
0.20879140916312167,0.4812983694709243,1,es,0.7966511161633272,0
0.04535864420434921,0.4350540711877139,0,en,0.5599412515215935,0
0.33645254599346186,0.09436442927791155,1,en,0.9061546240511213,0
0.9464510566727338,0.7184240554728377,1,en,0.7828347367105779,0
0.4283016375247126,0.578534465962122,0,es,0.7906997403529546,0
0.6056477688370012,0.38917954152289025,0,en,0.771961625731011,0
0.9447897356483391,0.7418370470650384,0,en,0.8730455544778242,0
0.13024111930023308,0.7080140846479892,1,es,0.7357284869276108,0
0.038802028046613146,0.3049102301011263,0,es,0.8259932834440603,0
0.3497029853138859,0.38495154759203565,0,es,0.6823130299835559,0
0.014221219929114404,0.3169355166504877,1,es,0.905941845328048,1
0.38904794902717443,0.6195069036723679,0,es,0.9176338381968493,1
0.7939952488620176,0.8086357007151154,1,en,0.7512588627576581,1
0.5561894715228634,0.581667480952571,0,es,0.7528447015339633,0
0.06935916349728244,0.4744527279607399,0,en,0.8645759460177636,0
0.559129970367451,0.9685542407027831,0,en,0.9667244632713637,0
0.4264593604292587,0.43622893781817085,1,es,0.9188315029960752,1
0.587287483096606,0.9000438042705868,0,es,0.915384729606166,0
0.6412931578172455,0.8456335968657932,0,en,0.8926077950501571,0
0.6607721196899067,0.3590123779729496,0,en,0.7260417101960878,0
0.11383743052160589,0.1140213397963763,1,es,0.8974648996109819,0
0.3187267474696851,0.3730826783441622,0,en,0.8417883120256355,0
0.7287535378996549,0.48296434055938187,1,es,0.7640778375439401,0
0.5053147537062915,0.22046507510828917,1,es,0.968666609736631,0
0.42500088812475556,0.3366166433435517,0,es,0.7070432577538096,1
0.20123730644095583,0.7283054003217875,0,en,0.8865291134592936,0
0.9873112827066484,0.05836059520303816,1,es,0.8743848773918775,1
0.374006939297823,0.3665276020091147,0,es,0.9166669966521318,0
0.10215955246502162,0.9848391034973111,0,es,0.9924827908574424,1
0.9866717237412177,0.8726201884028278,1,en,0.8430469292167871,0
0.5169173126408424,0.5259918147053263,0,es,0.7467509952274212,0
0.42213645889266316,0.4542350748259161,0,es,0.7386678577882728,0
0.3289113923298198,0.0746744170986191,1,es,0.8125592010636695,0
0.3971945236699076,0.4745554576984471,0,en,0.9597296997251326,0
0.7188546561983301,0.09554798287432154,0,en,0.8017908620969812,0
0.21214581147572575,0.1397676576275424,1,en,0.8377263003782737,1
0.2487609417595421,0.4598715797919134,0,en,0.958596099511751,1
0.6736214894877898,0.7532293755994811,0,en,0.8291006058421028,1
0.6949092535968585,0.0880341582630183,0,en,0.962219174336717,1
0.5361307463097313,0.13880998694736402,1,es,0.430503075411345,0
0.04871809257718773,0.34226252324548845,1,es,0.9092096340165573,0
0.5627801012486592,0.9691870651368253,0,es,0.8247007328485724,0
0.49439313303146115,0.42616573754459286,0,es,0.866002146528232,0
0.16659875031525573,0.009969762724230113,0,es,0.8218609604632705,0
0.6727817680289069,0.6748575071775601,0,en,0.8189530566956651,0
0.10704131669798367,0.3953475326725939,1,en,0.9032138627065879,0
0.025995128767144826,0.8931204737789267,1,en,0.9072559097269084,0
0.7602257836153511,0.3051379523541241,0,es,0.6572517768359013,1
0.9761925739202086,0.9855628093333397,0,es,0.6063545263803026,0
0.3783064203712797,0.40400431101288503,1,en,0.8436547481014957,0
0.8395319383912367,0.5797593605684503,1,en,0.9030034624398312,0
0.0658212956274129,0.20370552152582622,0,es,0.6945968229953171,0
0.9433919580550257,0.08357477940581959,0,en,0.8215749718129717,0
0.7269039032796093,0.3073430385503445,0,es,0.7372660189611876,0
0.39173051055290387,0.0920045503621214,0,es,0.9336494385992491,0
0.9207676598530415,0.7031442223230511,1,es,0.7771484715427273,1
0.9631844749249816,0.5727303331938592,1,es,0.757713431571368,1
0.7623271452513251,0.45863109825133985,1,en,0.9592460238062194,0
0.36878298345859994,0.6840452666353674,1,es,0.7127953999517823,1
0.6274086899379018,0.09279729213869214,1,en,0.6886417596159692,0
0.4037814225393075,0.2971028973917018,1,en,0.9782411271005019,0
0.3196954819908152,0.26144946294127713,1,en,0.6970355699353675,0
0.3946995790628569,0.39211300729249765,0,es,0.9632428425937701,1
0.014493469433476625,0.8658071681368139,1,en,0.6420882389339995,1
0.6263583346496059,0.6458403517383905,1,es,0.890719683137111,0
0.24935121746033106,0.8708628602382027,1,es,0.8239977839099233,0
0.5923992414749147,0.10812108235494156,0,en,0.9137131185374996,0
0.17600722148937953,0.17040296843772118,1,es,0.8416463339911211,0
0.8532475854296722,0.22220905866648366,1,en,0.948086147406098,0
0.01720541037496126,0.7162763879706314,0,es,0.8583355282039666,0
0.35712582420880523,0.02293195417644589,1,es,0.9839726053662301,1
0.3215695259591672,0.42060426709611654,1,es,0.9576253848281168,0
0.6092462810352732,0.7166285070241956,1,es,0.9313217555464308,0
0.3055009593318594,0.3781939362937725,1,es,0.9260752866341517,0
0.7404480638415412,0.2040126511520708,0,en,0.8691867676821977,0
0.014622658593935856,0.18192131954313628,1,en,0.9021370585265079,0
0.8309626927532472,0.5121714176064769,1,es,0.9071282527973442,1
0.08225118573341139,0.03357792060776932,1,en,0.8054334600353532,1
0.1586586006190619,0.5911588301136448,1,en,0.83240896894235,0
0.31930682193150695,0.9219767400593976,0,en,0.9584734307486328,1
0.5340120824881714,0.35672894963655233,0,es,0.8297172944167217,0
0.19973746058036435,0.343428226989999,0,en,0.9710154209217622,1
0.8211645746844756,0.8988338199631957,1,es,0.7144971502771352,1
0.7870624010634544,0.44505362479585775,0,es,0.8026837306031348,0
0.3167028759042564,0.3418457213622159,0,en,0.9162942887574144,0
0.0906325297119227,0.23198306120894563,1,es,0.7450924793848969,0
0.0005808505186298829,0.3543882877266138,1,es,0.7495175207148771,0
0.7230021810758656,0.6184040726454336,0,es,0.8692799160531536,1
0.7707248770710539,0.23758160827292796,0,en,0.7555355729914903,0
0.7577544000562695,0.8083229481248084,0,en,0.8568776483561256,0
0.3723172801719108,0.13477437106242118,1,es,0.8994054911564043,0
0.9105648560420343,0.9846393544417622,1,en,0.8583088826630025,1
0.5112701569023668,0.9478575537017152,0,en,0.8383343956913175,1
0.9127076943717904,0.5925938280819022,0,en,0.5740726296952892,1
0.6929842174346471,0.5471276230746653,1,es,0.783554754945227,0
0.6844936799395147,0.47913240064395013,1,es,0.7734799427211119,0
0.9275347794791331,0.6538868734336833,1,en,0.887515163127398,1
0.10633298258834178,0.5853185482897161,0,es,0.8584019657081348,0
0.10736242654265227,0.6880463556508987,1,es,0.7236941651923546,0
0.30681718030253446,0.5974747551789275,1,en,0.8333487440143644,0
0.6242068034020215,0.3454388013661601,0,en,0.7013852112077652,1
0.18707857658765936,0.7127866031512118,0,es,0.9243700726554953,0
0.9511176512620564,0.9224306661650008,1,en,0.8659462619939388,1
0.5044577065797218,0.9455260238684311,0,es,0.9607235286695286,1
0.9991532800128686,0.4518358496548611,1,es,0.853120380924582,0
0.37820853288120493,0.5463312197367366,1,es,0.911077743961335,1
0.7434644534713826,0.861397659371786,0,es,0.8154530089792386,0
0.8957244286175046,0.21317720144105878,1,en,0.8796736282821679,1
0.9427660160953136,0.030096699735313814,0,en,0.7183525111792621,1
0.26508674074873584,0.6389276131109193,0,en,0.9182691755671357,0
0.9214314019964173,0.4496605237561859,0,es,0.6806598284549983,0
0.7815557022770143,0.5430143012245812,0,es,0.8995352325093106,0
0.16415522243128178,0.09055314453549546,0,es,0.8840128398481156,0
0.17756775358843158,0.5588010083642954,0,en,0.8678951614176684,0
0.8704731922636924,0.8627355969837659,1,es,0.7873428433340577,0
0.23880570437727988,0.009362457309903038,1,es,0.8568628544963792,0
0.5409368726785003,0.6641734729226115,1,es,0.8114331174223502,0
0.2704941699595883,0.2790092642023667,0,es,0.9420869968988822,0
0.9570708255204606,0.3882796961927244,1,es,0.9308385100996781,0
0.5176679109879733,0.9919056142085596,1,es,0.8046674703278328,1
0.4852549392812364,0.645723289929382,1,en,0.8670326759016806,1
0.27645720706363297,0.8425365557747492,0,es,0.7747212665857212,0
0.14968101694165414,0.5262434789814731,0,es,0.8005604598652901,0
0.14893710881813182,0.5858129816468289,0,es,0.9263337030873257,0
0.9250513711251327,0.4498597437737818,1,es,0.9131161459797194,0
0.23625166318848734,0.5353417204464264,0,es,0.9548809423063706,0
0.9239918453997897,0.6582461083156499,0,es,0.7217072776506233,0
0.19407017324325992,0.30415500963149045,0,es,0.6947021385090915,0
0.5616241793077534,0.7946505670446634,1,en,0.9119674659362106,1
0.5906823792132468,0.5002981990127503,0,en,0.8483296501146318,0
0.3002155685412462,0.6847695690422952,0,es,0.8670152380420043,0
0.15527962140824136,0.11130177052041224,1,es,0.9507575933613277,0
0.7071181282642399,0.09461062953038335,0,es,0.7495482047807476,0
0.3713170493951272,0.6861113678220632,1,es,0.8077289277345381,1
0.7580143431964441,0.586854979171713,0,en,0.989589938930047,0
0.7724660618103172,0.5490547114508189,1,en,0.5327014786015035,0
0.9154605145972244,0.8661518441673219,1,es,0.7920208445021107,0
0.9355331079661879,0.7814513105657558,0,en,0.8919520918715611,0
0.36454554865760136,0.0766644524868102,0,en,0.7577145077742735,0
0.5381056086851599,0.4836406688518652,1,es,0.7311433704332332,0
0.7026854931663644,0.47393649044128305,1,es,0.6462522996175227,0
0.7000447595440816,0.21377883396126052,1,en,0.8223548838901059,0
0.45744465029277603,0.5300281038053798,1,es,0.9127919876310252,0
0.3115298522528235,0.3859510222735689,1,en,0.6895818056993381,0
0.3559466473215426,0.34163108407737475,0,es,0.6330569234335814,1
0.32875917108306796,0.24077485728343928,0,en,0.7117947391344858,0
0.9702178641769834,0.8519427548290007,0,es,0.984005198414633,0
0.5388287918772406,0.7552584424217953,0,en,0.8971901839935379,0
0.9814726944839337,0.2106622635039005,0,es,0.9366035103752007,0
0.26655446712795194,0.47270496297686426,1,es,0.9412377340918654,1
0.6350814720235427,0.20989752796427252,1,es,0.8199591723286692,0
0.8231091835879116,0.9569281772584666,1,es,0.909624496585701,0
0.5973339982768643,0.8109877633642667,0,en,0.9593031687472078,0
0.7427734120364029,0.7111442583161655,1,en,0.7685819774193074,0
0.6216266078822789,0.6698000735603216,0,es,0.6567069907606454,0
0.4006412735117305,0.3041903662718074,0,es,0.6520103689655408,0
0.4056292794439288,0.5817325581251948,1,en,0.7803050067372453,0
0.9939385698808285,0.6066602925774816,0,es,0.8342607861568141,0
0.18409611605615173,0.42373039645163624,1,en,0.7737641840723375,0
0.16266408992697756,0.5348231934838815,0,en,0.7586614532749988,0
0.5639645673822584,0.06989389603062024,0,en,0.9195696183655153,0
0.11616566512898951,0.3578118474317894,0,es,0.8265361594555278,1
0.6289526383765319,0.6427785150769167,0,es,0.8933511140567355,0
0.9728160443041081,0.3810112694354938,0,es,0.8393803308698198,1
0.8945693022883119,0.2885440464569894,0,es,0.9760980539178283,0
0.5195807528320145,0.8077205935203116,0,es,0.7605835073351819,0
0.7216751221724207,0.8436446673514921,1,es,0.8786092551276269,0
0.7024005763978097,0.2816959254173612,1,es,0.7748171268222853,0
0.8699366964064477,0.399068030797775,1,es,0.7341200455433181,0
0.5170378040891257,0.5849608922505779,1,en,0.6800870935432407,0
0.009908328326917792,0.9708042505992972,1,es,0.8299882064555367,0
0.08358681160882164,0.7298008683315845,1,es,0.4958321983995508,0
0.7013423807709894,0.9239075341793935,0,es,0.9463772009981626,0
0.90242762854075,0.9541522081023794,0,es,0.7745559635304933,1
0.7994721856092798,0.5737533976736292,1,en,0.7151519242846603,0
0.7338011756885207,0.49956271617549763,0,en,0.944490139855531,1
0.9057705611503186,0.19954175431233645,1,es,0.8416515014026928,1
0.1815718461847734,0.231295859831665,0,es,0.7648967848368008,0
0.7358979736393929,0.11559890915514592,0,es,0.9606993659534548,0
0.5244632848957108,0.8956359454257767,0,en,0.8834015578674274,1
0.3053528998142462,0.2066361486249667,0,es,0.9075431665919599,0
0.049124560203470446,0.37500835494443874,0,en,0.7851917824537062,0
0.7035470357964959,0.3503637088931192,0,es,0.613428105166642,0
0.7639953236220348,0.9602212505205814,1,en,0.8728217055549158,0
0.6112155100174764,0.47576440384101526,1,en,0.6349494517858669,0
0.8940261425868562,0.21886615142856602,1,en,0.7275038084194715,0
0.8476546223587293,0.1610284751200307,1,en,0.9113329757531661,0
0.9956980265206914,0.7602126367408012,1,en,0.958475402491467,0
0.1614228350532706,0.8683576927954697,1,es,0.7069627298389819,0
0.5169167334623559,0.4615719475977553,0,en,0.9400549304365965,0
0.2175160681195235,0.9638179669941631,0,es,0.8663089204636565,0
0.6282428466556207,0.3395120993330192,1,es,0.8308908982534128,0
0.8927374699098104,0.03892543295267259,0,es,0.9351932277949785,0
0.3064036667985025,0.5114919443622731,0,en,0.6307729890512787,0
0.13733286345245388,0.14652471054474137,1,es,0.8599395659976636,0
0.7568369286330472,0.3027151969584575,0,es,0.9208631006177891,0
0.32409176191311173,0.011368299439371898,1,en,0.9127444215939803,0
0.08422344983341368,0.45910696732202705,0,es,0.9339586655412647,0
0.7457656705092791,0.7140373482526002,1,en,0.7401584661752991,0
0.5104223717990409,0.4314697680415085,1,es,0.7902388987015635,0
0.7691926765169119,0.49529989495273696,1,en,0.8508532594657725,0
0.9475292085198382,0.9135671096974074,1,es,0.7425852052986127,0
0.5104649931694251,0.8561417836754359,1,es,0.8901518442321865,0
0.7594903023395563,0.26584056611233375,1,en,0.8915399219350703,0
0.6840373513431258,0.27784662545077443,1,en,0.8194056149828115,0
0.5492467281295472,0.266463498636072,1,en,0.7557369090239772,0
0.19222322418204674,0.9897635554988945,0,es,0.8832069373733857,1
0.33413614658959545,0.5481311142987224,1,en,0.7300628549663296,0
0.7125236224697359,0.5705756849753056,0,en,0.7337468372027206,0
0.23643099430461856,0.05708365581893038,0,en,0.9609495049860547,1
0.44811480937092085,0.9450047157654933,0,en,0.8910406165224496,0
0.6940139941902591,0.39927995016485596,0,en,0.7594297783724961,0
0.9427961590412762,0.8264300023767723,0,es,0.9227800441932568,0
0.9557420315872623,0.8231398060228508,1,en,0.9251817311469424,1
0.4595596551756794,0.7644663137675373,0,en,0.7769671146734387,0
0.3644767325005317,0.8052077926367048,0,es,0.8746986624827202,0
0.5133130186936392,0.037840199718504386,0,es,0.9377522442222563,0
0.8796306777473233,0.7351762069938531,1,es,0.7927755996924208,0
0.8671790860509723,0.002555366230001632,1,en,0.8884016943261474,1
0.9909949962546059,0.9952066263554256,1,en,0.8235283893581338,0
0.2940385426002906,0.650920701549148,0,es,0.6896640656362759,0
0.018009521318967936,0.7751752656344483,1,en,0.8021862179129375,1
0.6276689523521518,0.35648321525125515,0,es,0.9488967601950481,0
0.08247552301889283,0.969386182248128,1,en,0.9811080224178453,1
0.2659856046560658,0.11405366246121951,0,es,0.8781307547512501,0
0.2810140809226036,0.9539012548464887,0,en,0.9378374640620973,0
0.5890437070002549,0.3267396534245113,1,es,0.7519197749885833,1
0.40255935698081,0.7863774944295818,0,es,0.9643896948852033,0
0.9613754614623947,0.16338928074353753,1,en,0.8494693154250874,1
0.15185423638528972,0.7734492077402749,0,es,0.9183358084597314,0
0.7408320961332205,0.9245948007733399,0,en,0.6432271526250224,0
0.7315816657831625,0.7281768396120409,1,es,0.926581902856908,0
0.75771772301183,0.6978677941932814,0,en,0.9889189080431018,0
0.6313530215625013,0.6069085966896148,0,es,0.8406092768540671,0
0.962369763660147,0.40351604099048144,0,es,0.9137489479466525,0
0.298722051390922,0.37761580078798895,0,en,0.7881533202427928,0
0.0035966261666381394,0.21688543818364825,1,es,0.8766460139100588,1
0.5296933802083692,0.6158721073787621,1,es,0.9392834892952375,0
0.3204146221270623,0.49804024399133606,0,es,0.5932958746791112,0
0.02649897180554539,0.9257077869934265,0,en,0.8673147528846388,1
0.11495666390958159,0.9041368939757729,0,es,0.758537161834287,0
0.6370202358235332,0.6267486245255944,1,es,0.5899534117972056,0
0.7512531301828334,0.6838988069911776,0,en,0.9592823836529776,0
0.07345202766665082,0.004505481837316472,1,en,0.8418528839191841,0
0.08281456781590846,0.6914981181735065,1,es,0.8659611715719846,0
0.6209847859040919,0.3025934791543762,0,en,0.8641769247818981,0
0.09000090103072178,0.5866200308152131,1,en,0.8976072566417462,0
0.7645090557977873,0.35942592000000506,0,en,0.6799846825898426,0
0.2033924686143963,0.8692110212808104,0,es,0.8758702242152321,1
0.9242671207358296,0.10491877582956222,1,en,0.9273988859143945,0
0.579190882532611,0.8349433119026385,0,es,0.8461678837049676,1
0.3981110629495951,0.8649836916529032,1,es,0.8929873749748676,0
0.8849588030656498,0.48778726336822575,1,es,0.8395583751258388,0
0.32316314505543076,0.009391262506864062,0,es,0.8732584293588685,0
0.45759207830365844,0.30995896953188407,0,en,0.7940777172161144,1
0.7656034473166018,0.8507920075034989,1,en,0.9076746256410165,0
0.3363976688617044,0.8627561832615913,1,en,0.725368885451621,0
0.4689647768950457,0.7379271518948519,1,es,0.8500816698491775,1
0.00877941673795346,0.6479706996818226,1,es,0.6531826366593689,0
0.9898809140401342,0.4180623339316265,0,en,0.9184958698623776,1
0.3051225261242011,0.1353804632159381,0,en,0.975947949238138,1
0.8526021514912236,0.4698573846102353,1,en,0.856246589154427,1
0.7146615051889547,0.03756178997701809,0,es,0.9238791918465665,0
0.5267177300393381,0.7326414332053373,0,es,0.6964684030424759,0
0.7554154617992551,0.8083251665397269,1,es,0.7555085565871938,0
0.4566822880954613,0.9587512439065148,1,es,0.7933387094921438,1
0.3094326967906049,0.732352814306963,1,es,0.9275913252684244,0
0.5579285577772229,0.11443892984940829,0,es,0.9490930881190531,1
0.7241800013517267,0.34888638476763545,0,es,0.7986730300066045,1
0.2514298753499056,0.40923383332480057,1,en,0.7812057670536625,0
0.2989272698202182,0.13043747928710925,1,en,0.9719261505995446,0
0.8431637458160618,0.7972995761343328,1,es,0.8612459426435143,1
0.8970030121043692,0.7328015198189174,1,en,0.7665474647732791,1
0.29714666632835884,0.026333902832490264,1,es,0.7001938837071652,0
0.73566097812958,0.21570098577586427,1,es,0.7296062112867547,0
0.9284118716740413,0.4036265802108969,1,es,0.9726821547368487,0
0.4303446742051724,0.9369066546902792,1,es,0.7211174492898319,0
0.3187798590673473,0.37291746257313774,1,es,0.7388040205312653,1
0.2536591684869697,0.633930315014034,0,es,0.9008445982653911,0
0.5011004999719394,0.8625302825798156,1,en,0.735682100754524,0
0.0861398855721508,0.6961775152115727,1,en,0.8414246198781338,0
