lang,UC(X),GT
es,0.29180117424580965,False
es,0.7036153643189257,False
es,0.18325155415089334,False
es,0.28225552800920295,False
en,0.33270417785469186,False
en,0.5616943355677544,False
es,0.29902493369539973,False
es,0.35675161357044377,False
en,0.7693255038726502,True
es,0.314427678992266,False
es,0.62174215677396,False
en,0.695040213592078,False
en,0.9147600467846922,True
en,0.06800402466577755,False
es,0.837918250419686,False
en,0.4593202382007793,False
es,0.5146272731344416,False
en,0.7465586240445329,False
en,0.17542902356287737,False
en,0.6095994006751329,False
en,0.5853754315984461,False
es,0.9422607716095063,True
en,0.8370437565452776,False
es,0.09900578864974627,False
es,0.6573738447928245,True
es,0.23669836128881874,False
en,0.30437839321937166,False
es,0.629540819100734,False
en,0.2690432367940276,False
en,0.8243282059529982,True
es,0.8457064478542385,False
es,0.43018476507065173,False
es,0.3974735761485175,False
es,0.3969688826456705,True
en,0.8929008244733536,False
en,0.30351674743764373,False
en,0.3432045838858896,False
en,0.21470259281482623,False
en,0.3833775177922137,False
es,0.1350836922444426,False
en,0.6524068178810422,True
en,0.590375283547537,False
en,0.6073767351528025,True
es,0.27900892528614935,False
es,0.6840979817203523,False
es,0.5492725196817431,False
es,0.7952180916867917,False
en,0.40704226851057,False
en,0.7080626085054508,False
en,0.30296500309239605,False
en,0.3587928573776845,False
en,0.8921544122706832,False
en,0.1817234822328987,False
es,0.2951682659637496,False
en,0.2390757929118615,False
en,0.7572352307595474,False
es,0.7085513882669375,True
en,0.07037396954053003,False
es,0.07638158265465639,False
es,0.5088338109542364,False
es,0.41839870617201386,False
en,0.40505823382830886,True
en,0.42246719906742825,False
es,0.17569189279076017,False
en,0.3310068902620298,False
en,0.3489260212562808,False
en,0.606003507360659,False
en,0.5928952504816767,True
es,0.17442521146289108,False
en,0.893769634486375,True
es,0.35455076453550605,False
en,0.03875556766447525,False
en,0.18611948634849035,False
es,0.8559121198131927,False
en,0.2973276100832415,False
es,0.5253640294957946,False
en,0.31205738129516397,False
en,0.5184631534625593,False
en,0.7437726046194215,False
en,0.4813308106671748,True
es,0.41588797731502447,False
en,0.33962193032969856,False
es,0.6846359307271083,False
es,0.6586763187980482,False
en,0.07855940771813516,False
en,0.5409027178345167,False
en,0.1656247021458245,False
en,0.09007971056603929,False
en,0.7036360666113364,False
en,0.24517426080563612,False
en,0.08000861724122148,False
es,0.4572012493585911,False
en,0.16030388302045914,False
en,0.2626445734015912,False
es,0.43250336189959904,False
es,0.6157345188140947,False
en,0.7129058793514312,True
es,0.7174273009627599,True
es,0.4561076220186647,False
en,0.5269353351985966,False
es,0.45915534397156454,True
en,0.6310678774464544,False
en,0.5034969231306133,False
en,0.9035448190365749,True
es,0.3709920268809615,False
en,0.8742082605202056,False
en,0.5339622631608609,False
en,0.6388366742743633,False
es,0.29243835058209455,False
en,0.2786874297807753,False
en,0.47687857829049707,False
es,0.2125821534485824,False
en,0.4201935604838413,False
en,0.22986395050515973,False
es,0.594089397098775,False
en,0.33404895096642173,False
en,0.3608402258557089,False
es,0.7891221705836434,False
es,0.8515071176300848,True
en,0.1306251662309088,False
en,0.8881199603476694,True
es,0.8034224301474725,True
es,0.8723865435550305,False
es,0.2981394938696676,False
en,0.558824893735281,False
en,0.38721634960603274,False
en,0.4243066708349252,True
es,0.3137772291987478,False
es,0.8133163787240258,True
es,0.3734629042373057,False
en,0.6183842869998157,False
es,0.24603046595821698,False
en,0.7524475416163535,False
es,0.5003827749940897,False
es,0.17290963783490382,False
es,0.35485004088553823,False
en,0.8840168803919305,True
en,0.1536668240201568,False
en,0.7484355766348673,True
en,0.5885621998385925,False
es,0.17294854290687176,False
en,0.4686219899632308,False
es,0.2604888450929437,False
en,0.6374801729253923,False
en,0.1511728380428407,False
en,0.8284676892304849,False
en,0.3386516322420175,False
en,0.3582946588531954,True
en,0.6343824028768558,False
en,0.5898854339821672,False
es,0.5193625810228271,False
es,0.28297446292026524,False
en,0.8038807560785726,True
en,0.5586579646104809,False
en,0.8728282423041863,False
es,0.24206161081011784,False
es,0.7992116556057376,False
es,0.803324162842019,True
en,0.4482021659512564,False
es,0.39585586781808124,False
es,0.3343837007613045,False
en,0.6405886054610141,True
es,0.7515585987646329,True
es,0.6446628511624033,True
en,0.29010990290240785,True
es,0.35775385640030705,False
en,0.46914268759549216,True
en,0.5721570680270843,False
es,0.19463361740799356,False
en,0.24250742162789152,False
en,0.23233884929620988,False
en,0.6378145396780742,False
en,0.8131837163332803,False
en,0.06277301475055519,False
es,0.5878228183402284,False
es,0.6327167254360428,False
es,0.23376412063233826,False
es,0.3980170232580898,False
en,0.30101967580268996,False
es,0.6138864271091862,False
es,0.5680203342610162,False
es,0.49229427341697585,False
en,0.71197810598543,False
es,0.1507586872878507,False
es,0.40095110189552424,True
es,0.31141378472500514,False
en,0.39891073941975463,False
es,0.8024974831564374,True
es,0.6985030780300214,False
es,0.04645000910537254,False
es,0.45096684169164,False
en,0.5659805408974296,False
es,0.41789324505077774,False
en,0.647123217969148,False
en,0.7537967175575644,False
es,0.6792583142548944,False
es,0.6479802708022164,False
es,0.8211222552692429,True
es,0.21986942553246017,False
es,0.6832500067816704,False
en,0.4540057041255949,True
en,0.4829714983162528,False
en,0.7709727710270414,True
es,0.4111827446771315,False
es,0.28900704920045334,False
es,0.8516509602723344,False
es,0.6067391697365195,False
en,0.40832304027197835,False
en,0.6192678684435391,False
es,0.5967444206485092,True
es,0.23362533970537747,True
en,0.5336024103383971,False
en,0.6781517709214809,True
en,0.6668700036558913,True
es,0.6983084271419839,False
en,0.2322565077424416,False
en,0.149009082719234,False
es,0.05365908863325968,False
es,0.233508984565574,False
es,0.8457868894751215,False
en,0.18199050994497473,False
es,0.40003230832039194,False
en,0.25851807366810403,False
es,0.34364178800780093,False
en,0.23373367035356094,False
es,0.49140228505992534,False
en,0.48470208748932225,False
es,0.2979799958892675,False
es,0.7592154569403549,False
en,0.5443763661709126,False
es,0.347678112611292,False
es,0.2332801274214661,False
es,0.16500521667267282,False
es,0.35874108328633764,False
en,0.4648298072788667,False
en,0.37098033844649114,False
en,0.7382135529431185,False
en,0.1710214911750366,False
es,0.8201986285860491,False
en,0.9427510966254485,True
es,0.4556514811184855,False
en,0.6672196181011782,False
en,0.2496329213627809,False
es,0.53993430657344,True
es,0.45581001645720626,False
en,0.5275246930896865,False
es,0.8164438350859669,True
en,0.7359489420430846,False
es,0.15780303692575395,False
en,0.5544294967156744,True
en,0.3170549733834586,False
es,0.5544449381351066,False
en,0.19156654041959348,False
es,0.5941515873182227,False
es,0.8922102131737822,True
en,0.7553007219258056,True
es,0.8092812424557728,True
es,0.5282303278018234,False
en,0.49477348867330234,False
es,0.7103676686347048,False
es,0.7769473622283211,True
es,0.37356135683282465,False
es,0.3606974236824818,False
en,0.429508595467135,False
en,0.4103829966553025,False
en,0.3695798054133801,False
en,0.24295320259984268,False
en,0.4530490662591379,False
en,0.46666528119240114,False
es,0.632689117564739,False
en,0.45254462864890094,False
es,0.5568918375578341,False
en,0.14454171846035987,False
en,0.6403842275993531,False
en,0.2932014358887742,False
es,0.4127573799250858,False
es,0.02588835439529597,False
en,0.4733419710687571,False
es,0.12082624903719094,False
en,0.6445331871058764,False
es,0.47910597288791956,True
en,0.15500606713073273,False
es,0.18912542940176166,False
en,0.6515063455136386,False
en,0.715540352637205,True
es,0.31024441448748086,False
es,0.32318562089152075,False
es,0.8449796960032673,False
es,0.6113251440428421,False
en,0.6897306754051841,False
en,0.28246831972460873,False
en,0.7568301140700203,True
es,0.8275845043506201,False
es,0.19933486760857577,False
en,0.11878821604289984,False
es,0.45221028923778106,False
en,0.7308183738002308,False
en,0.5728978001817465,False
en,0.1604711538350508,False
es,0.3444224504762087,False
es,0.5816964714394544,False
es,0.9008164334814465,False
es,0.197877006718227,False
es,0.8155422059531463,False
es,0.7893658790238635,False
es,0.6046242631982359,False
es,0.824401619072011,False
es,0.38394982755767826,False
es,0.4150806239196335,False
es,0.32782536757473524,False
en,0.38880023733134494,False
en,0.8708650091837078,False
en,0.06843100714938716,False
en,0.22614164813139695,False
en,0.39985398407459066,False
es,0.12529595049564513,False
es,0.10306379266361664,False
en,0.7836639778553861,False
en,0.7285809900629905,False
en,0.48130791459014777,True
es,0.5301344647398877,True
en,0.6441837593963374,False
en,0.18048353619354018,False
en,0.4851140092477401,False
es,0.48872884842839887,False
es,0.21661820686125843,False
en,0.49332025761413695,True
en,0.5980843572959277,True
en,0.11392931044940006,False
es,0.2557654664344675,False
es,0.40330403041441215,False
es,0.6853516850589685,True
es,0.06741260985717151,False
en,0.47634849020312275,False
en,0.27217389493194966,False
es,0.6131548131414772,False
en,0.846536901128686,False
en,0.2540017625271296,False
en,0.5234692485521727,False
es,0.7720162951466536,False
en,0.8382289791064423,False
es,0.4357389358250441,False
en,0.7435646730753352,True
en,0.6206266273153462,False
es,0.7683206622356996,False
es,0.5835059266306505,False
es,0.49716758426948626,False
es,0.38982047657100166,False
es,0.32043881111567213,False
en,0.5119041005738003,False
en,0.6060147314663797,False
es,0.7657146092418465,False
en,0.7094257488263747,False
es,0.3392500123161019,False
es,0.575468568460039,False
es,0.7783442877480939,False
es,0.5985442111336732,False
en,0.5281644369767237,False
es,0.18785844095513718,False
en,0.3121214545544535,False
es,0.363109048921167,True
es,0.317523143563147,False
en,0.4043910401747486,False
es,0.5636654757805107,False
en,0.6186714392984505,False
es,0.2839381861989981,False
en,0.8318755087892704,False
es,0.46729723760586134,False
en,0.10889273918708478,False
es,0.35771046203016627,False
en,0.4438309149935119,False
en,0.6368044171046601,False
en,0.5481751314528434,False
es,0.776447644296825,True
en,0.6013305673515598,False
en,0.4164004983301691,False
en,0.7955209612989412,False
es,0.4228384423523457,True
es,0.3138456944518786,False
en,0.4325274119205391,False
es,0.4254997056291068,False
es,0.6375122999310747,False
es,0.4954171358160182,False
en,0.6397459162778955,False
en,0.3344698581793907,False
en,0.5186397279429692,True
es,0.4152678913827309,False
es,0.6946742609745792,False
en,0.7072087733437364,False
es,0.4477197811002807,False
en,0.28126410974248517,False
en,0.22483270754102247,False
en,0.8254529243904528,False
es,0.3174086776091995,False
es,0.5650760134098112,False
en,0.6150491086041321,False
es,0.231376698868431,False
es,0.037636028709347215,False
en,0.645129854284393,True
en,0.6030634234733298,False
en,0.2912309215342905,False
en,0.9485914758492981,True
en,0.6785080759240308,True
en,0.5961119786114703,False
es,0.20732916389858283,False
en,0.8915004667879034,True
en,0.2924684262149314,False
es,0.321764999793321,True
en,0.7322692831573132,False
en,0.25099880398762253,False
es,0.9451410109063999,True
en,0.45078261471918585,False
en,0.7629913668760684,True
es,0.5536698859186808,True
en,0.7749511209993528,True
es,0.686228098944966,False
en,0.7590105566845796,False
es,0.2334440745856754,False
es,0.6192009402048451,False
en,0.28511176181155895,False
es,0.6853367277054067,False
en,0.6999604350520943,True
en,0.25829682223281303,False
es,0.22095261050696113,False
en,0.4993703670240896,False
en,0.8463153539979297,True
en,0.5645451891304959,False
en,0.6633996940134652,False
en,0.7488257616275507,False
es,0.25219911925787464,False
en,0.7491615825085763,False
es,0.5820771716298074,True
en,0.44423002526434635,False
en,0.8848475179363261,True
en,0.49800565826807625,False
es,0.2819312382993336,False
en,0.5411901116385228,False
en,0.4102508708920085,False
en,0.8396056950136543,True
en,0.388004220711346,False
en,0.3590939700186262,False
es,0.22668005677482175,False
en,0.6103163080748688,False
en,0.5760358135402252,False
es,0.5063055025310993,False
en,0.6788455899638925,True
es,0.8541113131211951,True
en,0.8675066172605057,True
en,0.7684222231452127,True
en,0.4946528226308022,False
es,0.73619362509901,True
en,0.3314226706857516,False
en,0.32889653780292716,False
en,0.5242322796974255,False
en,0.7811195644952329,True
en,0.2114533073075104,False
es,0.40308588950756963,False
en,0.6973896389487847,False
es,0.5138403882028348,True
en,0.22744354001237804,False
en,0.7655678731683977,False
en,0.4574214896255588,True
es,0.4116470842276176,False
en,0.3209826220375742,False
en,0.7828170616068825,False
en,0.9176323940981934,False
en,0.8526543149915093,False
en,0.552176963657657,False
en,0.6871908526822305,False
en,0.5465584583432286,False
en,0.38850008567294303,False
es,0.7749412425681464,False
es,0.41034894548881523,False
es,0.34186619821612574,False
en,0.5880085138437954,True
es,0.428380950294372,False
en,0.41658618535680175,True
en,0.3597735127677795,False
es,0.5598334598573207,False
en,0.1522966313814993,False
en,0.3547656250989752,False
es,0.3074173926108005,True
en,0.6144047660613288,True
es,0.15902675496450688,False
en,0.5897461861637294,True
en,0.45477268666152293,False
en,0.5954280414107299,False
es,0.49239957048547084,False
en,0.666807263468208,False
en,0.22877596043293355,False
es,0.5706377206617481,True
en,0.4353184425463071,False
en,0.5691200183483918,True
es,0.8270954485661524,False
es,0.7090820206755961,False
en,0.43447741381235333,False
es,0.49899201334666377,False
en,0.6296717450896053,True
es,0.32427450976334987,False
en,0.6999862887708737,False
en,0.13205110519124616,False
en,0.33261236865885196,False
en,0.46046944177822474,False
en,0.5681782998652456,True
en,0.408570940725346,False
es,0.35296730641849666,False
en,0.24569702792622297,False
es,0.16460279360209296,False
en,0.9082497733122055,True
es,0.878272411252766,True
es,0.3265731096586585,False
es,0.24622083480610352,False
es,0.6048228374340507,False
es,0.7227368903044938,True
es,0.390320354271517,False
es,0.21706255518389686,False
en,0.45799743606605064,False
es,0.3871908460587471,True
en,0.20158491974408677,False
en,0.2758503273222539,False
es,0.960244995747322,True
en,0.39344204508980724,False
en,0.33148946177823213,True
en,0.37889226917753416,False
en,0.19059666386085253,False
en,0.42420179117922674,False
en,0.7744075160606497,False
en,0.4427902746362775,True
es,0.37862077222508866,False
es,0.15587425366170576,False
es,0.6765154180439076,False
es,0.4119429478222985,False
es,0.5460850579299203,True
en,0.5347171374982564,True
en,0.5470929564983493,False
es,0.5357947838407738,False
en,0.26981299819203197,False
es,0.738747757999958,True
es,0.38728786067795673,False
es,0.6698797511273463,False
en,0.5553006937526594,False
es,0.9075713269978455,True
es,0.3223577946120914,False
en,0.6662951743298912,False
en,0.16448188170080094,False
en,0.4363426054867414,True
en,0.8696516212928543,True
es,0.8559489561622592,False
en,0.7963281231997138,True
es,0.5044015899374424,False
en,0.821323953058767,False
en,0.6879639449940959,True
es,0.69140183381735,True
en,0.3716619953801568,False
es,0.41626857098438713,False
en,0.6799340415552901,False
en,0.3492138742022122,False
en,0.3860882380611032,False
en,0.3490784987207045,False
es,0.26819518050278673,False
en,0.03321244313743259,False
en,0.735173849520597,False
es,0.36435150684608136,False
es,0.47539835964760774,False
es,0.7053863033747251,False
es,0.2478395846127468,False
es,0.71288951713076,False
en,0.22786815769626484,False
en,0.6914394043160703,False
es,0.8470316801752226,True
en,0.16553053319785013,False
en,0.3346189259435229,False
es,0.7691918464792985,False
es,0.5970611054463156,True
es,0.5382321115329164,False
en,0.6563952513312423,False
es,0.31333448785193047,False
en,0.9369627485284503,False
en,0.11093745989172249,False
en,0.5390757834675121,False
en,0.5749543201692872,False
en,0.25211948383962485,False
en,0.7586244734725607,False
en,0.2286442562718199,False
en,0.6901882526976966,False
en,0.8605716424712853,False
en,0.8041535129630213,False
es,0.41112334363137876,False
en,0.3681870624619113,False
es,0.49838154088952197,True
es,0.7430583411963306,True
es,0.5288571605904475,False
en,0.34584113744597017,False
en,0.31897916469578613,False
en,0.201103050723351,False
en,0.08831123835973695,False
en,0.4326253010568052,False
en,0.629402749047694,False
en,0.4914880455314623,False
es,0.31143288980091216,False
es,0.6726157328968353,False
es,0.3335972671750695,True
en,0.4206853334080486,False
es,0.885137184425801,True
en,0.5104373948067435,True
es,0.3986142832121426,False
es,0.8156640220948089,False
es,0.37478113527540974,False
es,0.8521939209730214,False
en,0.8302982934583114,False
en,0.5408596927845023,True
en,0.1232117090896406,False
es,0.3165109091576916,False
en,0.38842616293695204,True
es,0.6823804043412341,False
es,0.6291598936449829,True
es,0.2370926151674851,False
es,0.4411198955334107,False
es,0.5056173108611756,False
es,0.5320257504167017,False
es,0.15840588193747204,False
es,0.3086803320306129,False
en,0.7151484557663509,False
en,0.2439826896896581,False
es,0.48023828133416163,False
es,0.011283158692228429,False
en,0.6331398037153383,True
en,0.4896755723919766,False
es,0.3453657140476994,True
es,0.1644935890252791,False
en,0.7282667523325895,False
en,0.6120332551229252,True
es,0.41650483073306865,True
en,0.6382187496976037,False
en,0.4155481491928309,True
es,0.639250087500554,False
en,0.7248618126794883,True
en,0.3663836100749612,False
en,0.81012064012536,False
en,0.5244532142732228,False
en,0.7908808976447742,True
es,0.780178105144042,True
en,0.3786072673881729,False
es,0.8219481052277493,False
en,0.9142588856157011,True
es,0.1463983624258014,False
es,0.24739427817488838,False
en,0.5567639090652944,True
es,0.2561463501991647,False
es,0.7245038547072865,False
en,0.2918157851636063,False
es,0.6720494521826244,True
en,0.6303553218185542,False
en,0.6841757374252123,False
en,0.10172163363911024,False
es,0.6160189509699402,False
es,0.7472987339167461,True
en,0.4283706173887569,False
en,0.5610134471721926,True
en,0.678770867507937,True
es,0.717008397498375,False
en,0.5099500066453317,False
en,0.6303293821519139,False
en,0.81282163250008,True
en,0.7597793911102542,False
en,0.2655179218810816,False
es,0.5224406867644222,False
es,0.8481291537804388,False
en,0.2868499407731642,False
es,0.6902164313015187,False
es,0.5961039093772423,False
es,0.5157594095560435,False
es,0.342561824045104,False
en,0.9582976419612427,True
es,0.06678309033418663,False
es,0.9559434421295226,True
es,0.8173553847143044,True
en,0.19334673644871084,False
en,0.2970365606772025,False
en,0.5883172223402477,False
es,0.3546728242246179,False
es,0.05108579801451642,False
en,0.2722611893448116,False
en,0.6677844385429822,True
es,0.5785833172778632,False
es,0.9225439667148324,False
es,0.3115637005139324,False
es,0.41696805142522914,False
en,0.5195559431080061,False
es,0.49049800138713795,False
es,0.7476860975550788,False
es,0.1902772541010599,False
en,0.651819496721308,False
es,0.24971746050805427,False
en,0.471212708853889,False
es,0.1139582666638314,False
es,0.6087815858834774,False
es,0.8496119511419421,True
es,0.5457821361903715,False
en,0.22040500968836188,False
es,0.43614618508383873,False
en,0.4320017016268711,False
en,0.6872514003966671,False
en,0.9056530676284167,True
en,0.6006388824760238,False
es,0.5887793507700334,False
en,0.7530545062832601,True
en,0.522383263500869,False
es,0.42033132191792283,False
en,0.7891287897033742,True
es,0.647478239183641,True
es,0.325839898834177,False
en,0.06438640635349409,False
es,0.29719901306782,False
es,0.5618487165939458,False
en,0.7171022099336892,False
en,0.19515889289853586,False
en,0.6162988714533881,False
en,0.6663431040423318,True
en,0.7571600137619676,True
en,0.3796859723472645,False
en,0.31181137347200993,False
es,0.7735643462863959,True
es,0.7640282759667493,False
es,0.888717870786814,True
es,0.11002799550942197,False
en,0.163780124768332,False
es,0.3876008805589074,False
en,0.2802044020187806,False
en,0.40272888037901444,False
es,0.5144384874215191,True
en,0.772853760688691,False
en,0.4893338014422768,True
en,0.15528710675771654,False
es,0.21587506459587294,False
en,0.1585693172651514,False
en,0.7160877006593785,True
es,0.48521232176195306,False
en,0.740292473303997,True
en,0.40228301826181656,False
es,0.7473397157355643,False
es,0.3222306055092897,False
es,0.8024010925669663,False
en,0.40045963900359943,False
en,0.17597006890219782,False
en,0.5854596832389029,False
es,0.3033491490244803,True
en,0.8061766808225878,False
en,0.10412202142523658,False
en,0.6093642547043738,False
es,0.6192340637019424,True
es,0.3221939834383712,True
en,0.8453753645316823,False
en,0.3641007661190429,False
en,0.08942441360527854,False
es,0.21571767397441086,False
es,0.4177167438187762,False
en,0.5080584627199701,True
es,0.31826252435868313,False
en,0.6223024914828916,False
es,0.3551065268345044,False
es,0.0963155563982672,False
en,0.6014979569883822,True
en,0.7144578551772014,False
en,0.2996633185119761,False
en,0.8120008871878545,False
en,0.6011064167237923,True
en,0.5023402097390504,True
en,0.6444011907218564,False
es,0.360556473479405,False
en,0.3669894487488113,False
en,0.5049430542207927,False
es,0.6986981076147284,True
en,0.6502744454643304,True
es,0.1688887339072965,False
es,0.46544753698177993,True
es,0.5716603467962386,False
en,0.8018983590365707,False
es,0.433106772616452,True
es,0.8000410003128624,False
en,0.733918588981678,False
en,0.2504246108818226,False
en,0.43704563471280183,False
es,0.2563575718388114,False
es,0.45211525083566567,False
es,0.2586400862416441,False
en,0.828271796558092,False
en,0.4931230444115372,False
es,0.6783879050542356,False
en,0.6960826823980798,False
es,0.7549057837172212,False
es,0.19211096854753373,False
en,0.29811747796061266,False
en,0.7848738339263988,True
en,0.37945189098586046,False
en,0.2544629245643816,False
en,0.692291738038438,False
en,0.9527326709314129,True
en,0.42948094010028537,False
es,0.12218229925928419,False
en,0.6228172552180379,False
en,0.607791074455472,False
es,0.3865096758810709,False
es,0.6536605232234168,False
es,0.3989705685151707,False
en,0.8678794121239558,False
es,0.5135646039641599,False
es,0.3151532000826064,False
en,0.7607784064959014,False
en,0.8811800727108057,False
en,0.6160760168387196,False
en,0.8681715208645753,False
es,0.38532863713929055,False
es,0.24974306798947896,False
es,0.6115255109257233,False
es,0.2997564957371436,False
es,0.23469819991548918,False
es,0.9050878026452025,True
es,0.42863539389380606,False
es,0.2750088239742052,False
en,0.4223713358673995,False
en,0.6571130731178508,False
es,0.7830671314382464,False
en,0.7356937857322635,False
es,0.07389201598865484,False
en,0.7225829992199877,True
en,0.6393766469494565,False
es,0.8122622752419434,True
en,0.6856546677176361,False
es,0.3797874553804424,True
en,0.24246530027789726,False
es,0.9548904348567193,True
es,0.4156481090851913,False
en,0.303817192639907,False
es,0.5598496961355834,False
es,0.05317201209536533,False
es,0.09333490688430517,False
es,0.47002375261721846,False
en,0.8394905051242483,True
en,0.34834239950126356,False
en,0.8591358288659154,True
en,0.6917038358455614,False
es,0.5342714527757924,False
en,0.6025398375345253,False
es,0.5805176719028012,False
es,0.23699676877812872,False
es,0.026122612973854428,False
es,0.6569698777827906,True
es,0.6691836739399877,True
es,0.15702751493078004,False
es,0.1676066800320056,False
es,0.4592352005891281,False
en,0.6209688890185767,False
en,0.24589069151101206,False
en,0.401682619967479,False
es,0.7654222093156374,True
es,0.6718293133912183,False
en,0.29335384666618236,False
en,0.8259421540696774,True
es,0.8323502466282146,True
es,0.1444644335583654,False
en,0.09219613129212775,False
es,0.6478885511840868,False
en,0.4316370075208458,False
en,0.35529036768830685,False
en,0.3256544658113345,False
es,0.39037124513001437,False
en,0.36853552483820223,False
en,0.2856336319876601,False
en,0.19288774132528697,False
en,0.2435646826611658,False
es,0.5179884405441862,False
en,0.33818433036804196,True
es,0.44367876985776294,False
es,0.5466818678107759,False
en,0.7197800606060571,True
en,0.6282295030730182,False
en,0.3104971669127602,False
en,0.5465542995857771,False
es,0.14442390342332992,False
es,0.19088695012346715,False
es,0.5054169254404367,False
en,0.7919446715886977,False
es,0.22237576618795132,False
en,0.5460263712036774,True
es,0.30518630871572455,False
es,0.2620483110830702,False
es,0.595020167814197,False
es,0.2609922514212004,False
es,0.2547827597012138,False
es,0.858105654895732,False
en,0.25068395196282817,False
es,0.5432917290540474,False
en,0.7133190948444071,True
en,0.5229525020967709,False
en,0.7688515964116303,False
es,0.3264876755513007,False
en,0.6581341956460134,False
es,0.45630972165847994,False
en,0.7655687339182901,True
es,0.6569703761177261,False
es,0.7720919780881744,False
en,0.29991723879091164,False
en,0.5908204889249306,True
es,0.5945231440095174,False
en,0.4972047668802378,False
es,0.49255521325436774,False
